time,x,y
1702462285.7601554,493,383
1702462285.7601554,489,334
1702462285.8141565,495,349
1702462285.8141565,499,330
1702462285.8141565,496,329
1702462285.8570194,492,383
1702462285.8570194,498,335
1702462285.8845205,489,381
1702462285.8845205,502,335
1702462285.9038699,489,382
1702462285.9038699,507,335
1702462285.9230316,489,383
1702462285.9230316,500,346
1702462285.9230316,520,325
1702462285.951514,488,384
1702462285.951514,521,332
1702462285.9844317,486,383
1702462285.9844317,518,345
1702462285.9844317,521,319
1702462286.0192106,485,382
1702462286.0192106,519,364
1702462286.0192106,519,321
1702462286.053559,484,382
1702462286.053559,540,365
1702462286.053559,518,325
1702462286.0917804,483,384
1702462286.0917804,540,366
1702462286.0917804,526,347
1702462286.0917804,525,318
1702462286.1259975,483,386
1702462286.1259975,550,371
1702462286.1259975,528,320
1702462286.1602335,482,383
1702462286.1602335,552,371
1702462286.1602335,522,351
1702462286.1602335,534,322
1702462286.1945524,481,384
1702462286.1945524,539,323
1702462286.1945524,542,322
1702462286.1945524,544,320
1702462286.2262316,479,383
1702462286.2262316,541,323
1702462286.260107,479,385
1702462286.260107,544,324
1702462286.294119,478,386
1702462286.294119,552,329
1702462286.3259444,477,384
1702462286.3259444,559,331
1702462286.3596053,475,384
1702462286.3596053,564,331
1702462286.3937368,474,383
1702462286.3937368,554,372
1702462286.3937368,568,332
1702462286.4278018,474,387
1702462286.4278018,572,332
1702462286.4278018,564,334
1702462286.4616346,474,387
1702462286.4616346,574,332
1702462286.4616346,570,334
1702462286.493585,473,386
1702462286.493585,472,389
1702462286.493585,594,372
1702462286.493585,574,325
1702462286.493585,578,335
1702462286.5275962,470,384
1702462286.5275962,597,373
1702462286.5275962,578,327
1702462286.5275962,581,330
1702462286.5617108,471,387
1702462286.5617108,601,375
1702462286.5617108,581,328
1702462286.5617108,586,324
1702462286.5961542,470,387
1702462286.5961542,472,386
1702462286.5961542,586,328
1702462286.5961542,590,326
1702462286.6302135,468,390
1702462286.6302135,579,346
1702462286.6302135,597,320
1702462286.6617715,465,388
1702462286.6617715,586,339
1702462286.6617715,608,319
1702462286.6954875,594,374
1702462286.6954875,469,384
1702462286.6954875,594,333
1702462286.6954875,610,315
1702462286.729558,467,382
1702462286.729558,596,373
1702462286.729558,618,344
1702462286.729558,604,317
1702462286.8012831,463,380
1702462286.8012831,600,374
1702462286.8012831,611,325
1702462286.8732471,461,384
1702462286.8732471,602,372
1702462286.8732471,623,351
1702462286.8732471,607,315
1702462286.8940094,611,322
1702462286.9052296,618,321
1702462286.9052296,624,314
1702462286.918058,469,397
1702462286.918058,621,320
1702462286.918058,629,319
1702462286.918058,632,310
1702462286.9348211,465,379
1702462286.9348211,623,325
1702462286.9592052,629,323
1702462286.9908826,633,325
1702462287.025731,463,395
1702462287.0998356,467,398
1702462287.0998356,471,380
1702462287.1657786,470,380
1702462287.199985,473,397
1702462287.2341986,471,390
1702462287.2341986,468,390
1702462287.2662024,469,386
1702462287.3001647,471,386
1702462287.3338432,472,386
1702462287.367949,475,392
1702462287.4020007,468,403
1702462287.4672961,470,400
1702462287.4672961,475,380
1702462287.5018363,476,384
1702462287.5361433,466,387
1702462287.5698133,477,400
1702462287.5698133,466,385
1702462287.6354465,472,402
1702462287.6693869,471,392
1702462287.703455,471,381
1702462287.737433,467,402
1702462287.737433,469,384
1702462287.7985568,470,393
1702462287.7985568,471,394
1702462287.85603,470,391
1702462287.870884,468,389
1702462287.8805022,468,391
1702462287.9072092,467,394
1702462287.9072092,467,396
1702462287.9375978,466,396
1702462287.9646668,458,389
1702462287.9990468,465,396
1702462288.0326166,464,391
1702462288.0326166,467,397
1702462288.0326166,466,396
1702462288.0326166,465,395
1702462288.0326166,464,393
1702462288.0688806,463,394
1702462288.1063085,464,396
1702462288.1063085,464,395
1702462288.140512,463,394
1702462288.140512,464,397
1702462288.140512,463,395
1702462288.174417,462,393
1702462288.2064872,461,394
1702462288.2064872,463,401
1702462288.2404091,460,394
1702462288.2404091,461,399
1702462288.2404091,460,397
1702462288.273962,459,396
1702462288.273962,459,399
1702462288.3075247,458,397
1702462288.3075247,458,400
1702462288.3416183,457,395
1702462288.3739676,456,395
1702462288.4081392,455,396
1702462288.4081392,458,399
1702462288.4421787,454,398
1702462288.4759984,452,397
1702462288.509708,450,397
1702462288.5417438,449,397
1702462288.5756621,447,397
1702462288.6097126,446,399
1702462288.644125,444,400
1702462288.6780496,441,396
1702462288.70999,440,398
1702462288.7440147,440,399
1702462288.8040767,438,400
1702462288.854728,436,401
1702462288.8699393,433,400
1702462288.8885422,431,398
1702462288.9150376,429,399
1702462288.9433956,427,400
1702462288.9709105,426,402
1702462289.0051405,423,401
1702462289.040843,421,400
1702462289.0935678,419,400
1702462289.0935678,421,405
1702462289.146899,417,402
1702462289.1806169,416,403
1702462289.2147098,412,402
1702462289.2484927,411,400
1702462289.2820435,409,401
1702462289.3140004,407,402
1702462289.3140004,408,407
1702462289.3140004,407,406
1702462289.3140004,406,405
1702462289.3140004,405,403
1702462289.347859,406,405
1702462289.347859,406,406
1702462289.347859,403,403
1702462289.3819742,404,404
1702462289.3819742,404,403
1702462289.4158254,403,403
1702462289.4158254,405,405
1702462289.449745,402,402
1702462289.449745,404,408
1702462289.4817457,401,403
1702462289.4817457,402,404
1702462289.5157623,400,406
1702462289.5157623,401,403
1702462289.5504293,398,406
1702462289.5504293,401,408
1702462289.5504293,398,404
1702462289.5848248,397,404
1702462289.5848248,398,407
1702462289.6184444,396,403
1702462289.6184444,396,407
1702462289.6503897,395,403
1702462289.6840363,393,404
1702462289.6840363,393,408
1702462289.717736,392,407
1702462289.717736,391,408
1702462289.7576861,390,407
1702462289.7576861,390,407
1702462289.8051498,389,405
1702462289.8051498,391,411
1702462289.8051498,388,407
1702462289.8555865,387,405
1702462289.8555865,388,409
1702462289.8555865,385,405
1702462289.8555865,384,400
1702462289.8929906,387,406
1702462289.8929906,389,412
1702462289.8929906,388,411
1702462289.8929906,385,407
1702462289.9083066,385,407
1702462289.9083066,385,408
1702462289.9215946,383,410
1702462289.9215946,385,412
1702462289.9215946,382,407
1702462289.9456587,383,408
1702462289.9814653,389,422
1702462289.9814653,370,413
1702462289.9814653,381,393
1702462290.01972,387,423
1702462290.01972,386,397
1702462290.0537636,381,407
1702462290.0861592,383,408
1702462290.1205308,384,405
1702462290.1548653,384,408
1702462290.1548653,384,413
1702462290.188987,386,408
1702462290.188987,386,412
1702462290.2227118,387,411
1702462290.2227118,388,412
1702462290.2544994,389,411
1702462290.2544994,387,416
1702462290.2544994,391,410
1702462290.2881432,391,410
1702462290.2881432,390,417
1702462290.2881432,392,412
1702462290.3218932,393,410
1702462290.3218932,394,415
1702462290.3218932,395,412
1702462290.3563175,394,412
1702462290.3563175,392,419
1702462290.3563175,397,413
1702462290.3905125,397,413
1702462290.3905125,400,413
1702462290.4219747,401,414
1702462290.4219747,404,413
1702462290.455853,403,415
1702462290.455853,402,420
1702462290.4898162,406,413
1702462290.4898162,407,420
1702462290.5237164,411,414
1702462290.5580611,414,415
1702462290.5903416,419,417
1702462290.624526,424,417
1702462290.6582289,427,416
1702462290.689818,432,417
1702462290.723838,438,420
1702462290.723838,436,426
1702462290.76559,443,420
1702462290.76559,442,426
1702462290.8097296,447,418
1702462290.8097296,449,429
1702462290.8097296,450,427
1702462290.8511379,452,420
1702462290.8511379,453,429
1702462290.8511379,454,428
1702462290.8830743,456,422
1702462290.9083576,462,422
1702462290.9083576,461,427
1702462290.934074,466,422
1702462290.934074,462,429
1702462290.9574318,469,420
1702462290.9574318,469,429
1702462290.9873114,474,422
1702462290.9873114,472,427
1702462291.0196571,477,424
1702462291.0196571,477,427
1702462291.055124,484,424
1702462291.055124,484,430
1702462291.055124,492,420
1702462291.0936546,488,424
1702462291.0936546,489,430
1702462291.0936546,495,424
1702462291.0936546,496,420
1702462291.1286826,492,423
1702462291.1286826,496,427
1702462291.1623645,495,425
1702462291.1623645,500,426
1702462291.194264,497,427
1702462291.194264,501,426
1702462291.2288003,502,426
1702462291.2288003,503,427
1702462291.2633798,505,427
1702462291.2633798,505,428
1702462291.2968297,507,425
1702462291.2968297,510,427
1702462291.3305311,508,426
1702462291.3305311,508,429
1702462291.3627388,511,429
1702462291.3627388,511,428
1702462291.3967533,514,432
1702462291.4304318,517,429
1702462291.4304318,516,429
1702462291.4641395,519,430
1702462291.4641395,518,431
1702462291.498014,520,428
1702462291.498014,519,433
1702462291.5299644,509,444
1702462291.5299644,535,435
1702462291.5299644,518,409
1702462291.5645154,523,450
1702462291.5645154,513,415
1702462291.5645154,529,414
1702462291.598967,515,450
1702462291.598967,537,427
1702462291.598967,511,417
1702462291.6307783,515,452
1702462291.6307783,522,416
1702462291.6645756,519,430
1702462291.69816,519,430
1702462291.7319837,518,433
1702462291.781848,517,437
1702462291.8304605,515,434
1702462291.8304605,514,435
1702462291.8619766,514,435
1702462291.8843594,512,436
1702462291.8843594,510,438
1702462291.90341,510,438
1702462291.90341,511,442
1702462291.9315352,508,442
1702462291.960846,505,440
1702462291.960846,504,442
1702462291.9933798,501,439
1702462292.0279145,499,440
1702462292.0279145,499,445
1702462292.0638294,495,440
1702462292.0638294,495,446
1702462292.1021113,492,442
1702462292.1021113,491,445
1702462292.1346111,490,446
1702462292.1683304,487,443
1702462292.1683304,510,449
1702462292.1683304,482,444
1702462292.2023532,484,443
1702462292.2023532,479,446
1702462292.2369075,482,444
1702462292.2369075,481,451
1702462292.2707868,478,445
1702462292.2707868,478,451
1702462292.3020558,475,448
1702462292.3020558,471,449
1702462292.3361008,469,447
1702462292.3361008,465,450
1702462292.370273,465,446
1702462292.370273,461,453
1702462292.4045167,458,446
1702462292.4045167,457,456
1702462292.4386673,451,446
1702462292.4386673,449,455
1702462292.4704723,448,448
1702462292.4704723,445,455
1702462292.504695,447,451
1702462292.504695,446,461
1702462292.504695,435,455
1702462292.538754,441,448
1702462292.538754,442,461
1702462292.538754,426,442
1702462292.5700629,436,447
1702462292.5700629,440,461
1702462292.5700629,420,444
1702462292.6041694,432,448
1702462292.6041694,434,461
1702462292.6041694,415,445
1702462292.6383805,427,448
1702462292.6383805,429,461
1702462292.6383805,410,444
1702462292.672183,425,452
1702462292.672183,424,460
1702462292.672183,404,440
1702462292.7061722,419,451
1702462292.7061722,418,462
1702462292.7061722,398,439
1702462292.7061722,399,431
1702462292.7382102,411,449
1702462292.7382102,411,463
1702462292.7966402,402,449
1702462292.7966402,403,464
1702462292.8476725,394,448
1702462292.8476725,394,463
1702462292.8668935,389,449
1702462292.8668935,387,461
1702462292.886244,388,453
1702462292.886244,382,462
1702462292.909706,383,454
1702462292.909706,375,460
1702462292.938924,374,451
1702462292.938924,369,462
1702462292.967413,366,449
1702462293.001551,358,450
1702462293.037147,351,450
1702462293.071387,350,454
1702462293.071387,321,431
1702462293.1088781,342,452
1702462293.1088781,319,430
1702462293.143305,334,450
1702462293.1772428,327,450
1702462293.2107973,352,462
1702462293.2107973,298,440
1702462293.2425346,350,461
1702462293.2425346,291,456
1702462293.2425346,307,437
1702462293.276818,348,460
1702462293.276818,308,438
1702462293.276818,289,455
1702462293.3105454,351,458
1702462293.3105454,290,460
1702462293.342401,333,473
1702462293.342401,290,464
1702462293.342401,345,453
1702462293.342401,287,425
1702462293.376865,293,472
1702462293.376865,346,459
1702462293.376865,347,463
1702462293.376865,296,434
1702462293.411038,343,463
1702462293.411038,301,436
1702462293.4445944,339,462
1702462293.4445944,305,439
1702462293.4783716,316,448
1702462293.5102744,298,476
1702462293.5102744,326,456
1702462293.5102744,293,447
1702462293.544258,326,456
1702462293.544258,295,453
1702462293.5787084,313,450
1702462293.6128519,316,450
1702462293.646862,320,451
1702462293.678763,324,450
1702462293.7122412,326,453
1702462293.746234,351,457
1702462293.746234,311,458
1702462293.8009217,329,454
1702462293.84997,335,453
1702462293.8689075,344,453
1702462293.8689075,358,461
1702462293.8863103,354,452
1702462293.8863103,366,470
1702462293.8863103,367,459
1702462293.9127872,358,454
1702462293.9127872,375,457
1702462293.9127872,376,451
1702462293.9459116,357,459
1702462293.9755473,368,456
1702462293.9755473,388,444
1702462294.0076296,377,456
1702462294.042713,385,456
1702462294.0790067,397,456
1702462294.0790067,415,457
1702462294.1170883,404,458
1702462294.1170883,423,455
1702462294.1170883,429,443
1702462294.1170883,432,440
1702462294.1170883,433,439
1702462294.1511798,404,462
1702462294.1828623,416,458
1702462294.2170062,425,458
1702462294.25083,435,458
1702462294.25083,455,462
1702462294.282731,377,474
1702462294.282731,448,457
1702462294.282731,461,458
1702462294.3168502,442,463
1702462294.3510141,483,460
1702462294.3510141,435,464
1702462294.3850594,398,473
1702462294.3850594,462,457
1702462294.4189863,463,459
1702462294.4507015,472,459
1702462294.4845524,476,459
1702462294.5189872,511,463
1702462294.5189872,463,465
1702462294.5529778,514,462
1702462294.5529778,467,466
1702462294.5867763,492,460
1702462294.6190486,501,458
1702462294.6526127,513,458
1702462294.6863706,525,458
1702462294.7207277,532,458
1702462294.7207277,544,453
1702462294.7546153,558,465
1702462294.7546153,519,464
1702462294.8103895,563,461
1702462294.8103895,526,463
1702462294.8623295,548,459
1702462294.8824534,559,460
1702462294.901659,573,461
1702462294.922045,584,462
1702462294.9486198,609,470
1702462294.9486198,570,467
1702462294.9817433,594,462
1702462295.016288,606,462
1702462295.054648,613,463
1702462295.0904226,618,466
1702462295.122734,620,471
1702462295.1569967,622,472
1702462295.190958,627,474
1702462295.2229471,634,476
